full_name;age;birthday_GMT;league;season;position;Current Club;minutes_played_overall;minutes_played_home;minutes_played_away;nationality;appearances_overall;goals_overall;assists_overall;penalty_goals;penalty_misses;yellow_cards_overall;red_cards_overall;assists_per_90_overall;passes_per_90_overall;shots_total_overall;blocks_total_overall
Lucas Joaquin Meuli Palma;22;Sabado, 30 de junio de 2001;Primera Division;2023;Goalkeeper;Union Santa Fe;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Lucas Martin Diarte;30;viernes, 04 de junio de 1993;Primera Division;2023;Defender;Belgrano;1000;432;568;Argentina;21;1;0;0;0;5;0;0;30.34;6;4
Lucas Mauricio Acosta;28;domingo, 12 de marzo de 1995;Primera Division;2023;Goalkeeper;Lanus;1620;720;900;Argentina;18;0;0;0;0;2;0;0;28.28;0;0
Lucas Nahuel Escobar;21;jueves, 16 de mayo de 2002;Primera Division;2023;Goalkeeper;Defensa y Justicia;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Lucas Nahuel Naranjo;21;miercoles, 21 de noviembre de 2001;Primera Division;2023;Midfielder;Atletico Tucuman;12;0;12;Argentina;1;0;0;0;0;0;0;0;0.00;0;0
Lucas Nahuel Rodriguez;29;lunes, 27 de septiembre de 1993;Primera Division;2023;Defender;Instituto;470;121;349;Argentina;10;0;0;0;0;1;0;0;38.87;0;3
Lucas Santiago Melano;30;lunes, 01 de marzo de 1993;Primera Division;2023;Forward;Sarmiento;1098;474;624;Argentina;25;4;2;0;0;2;0;0.16;19.18;15;2
Lucas Souto;24;domingo, 11 de octubre de 1998;Primera Division;2023;Defender;Huracan;1940;793;1147;Argentina;23;0;1;0;0;7;0;0.05;0.00;0;0
Lucas Suarez;28;viernes, 17 de marzo de 1995;Primera Division;2023;Defender;Talleres Cordoba;1036;401;635;Argentina;15;0;0;0;0;3;1;0;45.96;2;4
Lucas Villalba;29;viernes, 19 de agosto de 1994;Primera Division;2023;Defender;Argentinos Juniors;2417;1247;1170;Argentina;27;0;1;0;0;4;0;0.04;70.41;9;13
Luciano Arnijas;20;jueves, 20 de marzo de 2003;Primera Division;2023;Midfielder;Talleres Cordoba;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Luciano Boggio Albin;24;miercoles, 10 de marzo de 1999;Primera Division;2023;Midfielder;Lanus;1573;779;794;Uruguay;27;0;4;0;0;6;2;0.23;34.96;11;2
Luciano Cingolani;22;lunes, 04 de junio de 2001;Primera Division;2023;Forward;Godoy Cruz;175;57;118;Argentina;10;0;0;0;0;2;0;0;0.00;0;0
Luciano Emilio Gondou Zanelli;22;viernes, 22 de junio de 2001;Primera Division;2023;Forward;Argentinos Juniors;1923;962;961;Argentina;25;10;2;2;0;1;0;0.09;21.00;45;1
Luciano Ferreyra;21;martes, 19 de febrero de 2002;Primera Division;2023;Midfielder;Platense;369;102;267;Argentina;11;1;0;0;0;2;0;0;0.00;0;0
Luciano Gomez;27;viernes, 22 de marzo de 1996;Primera Division;2023;Midfielder;Gimnasia La Plata;755;424;331;Argentina;14;0;2;0;0;4;0;0.24;29.80;2;3
Luciano Peraggini;21;miercoles, 13 de febrero de 2002;Primera Division;2023;Goalkeeper;Lanus;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Luciano Romi Aued;36;domingo, 01 de marzo de 1987;Primera Division;2023;Midfielder;Instituto;1084;439;645;Argentina;19;1;1;0;0;3;0;0.08;40.68;8;4
Luciano Sichez;29;martes, 25 de enero de 1994;Primera Division;2023;Defender;Argentinos Juniors;849;316;533;Argentina;16;0;0;0;0;2;0;0;41.87;2;3
Luciano Suarez;19;lunes, 23 de febrero de 2004;Primera Division;2023;Defender;Lanus;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Lucio Tadeo Cruceño;17;lunes, 06 de febrero de 2006;Primera Division;2023;Defender;Godoy Cruz;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Luis Alberto Ojeda;33;miercoles, 21 de marzo de 1990;Primera Division;2023;Goalkeeper;Atletico Tucuman;0;0;0;Argentina;0;0;0;0;0;2;0;0;0;0;0
Luis Enrique Del Pino Mago;28;jueves, 15 de septiembre de 1994;Primera Division;2023;Midfielder;Banfield;468;270;198;Venezuela;6;0;0;0;0;2;1;0;28.27;2;4
Luis Ezequiel Unsain;28;jueves, 09 de marzo de 1995;Primera Division;2023;Goalkeeper;Defensa y Justicia;1890;990;900;Argentina;21;0;0;0;0;0;0;0;32.67;0;0
Luis Jan Piers Advincula Castrillon;33;viernes, 02 de marzo de 1990;Primera Division;2023;Defender;Boca Juniors;1529;792;737;Peru;19;0;3;0;0;3;0;0.18;39.78;7;4
Luis Leal dos Anjos;36;viernes, 29 de mayo de 1987;Primera Division;2023;Forward;Arsenal de Sarandi;862;393;469;Puerto Principe;17;3;0;0;0;1;0;0;16.71;13;3
Luis Miguel Angulo Sevillano;19;martes, 23 de marzo de 2004;Primera Division;2023;Midfielder;Talleres Cordoba;81;22;59;Colombia;2;0;0;0;0;0;0;0;21.11;0;0
Luis Miguel Rodriguez;38;martes, 01 de enero de 1985;Primera Division;2023;Forward;Central Cordoba SdE;305;155;150;Argentina;11;1;0;0;0;0;0;0;33.64;9;0
Luis Sequeira;20;miercoles, 08 de enero de 2003;Primera Division;2023;Midfielder;Talleres Cordoba;180;78;102;Argentina;9;0;0;0;0;0;0;0;55.00;1;0
Luis Vaquez;22;miercoles, 24 de enero de 2001;Primera Division;2023;Forward;Boca Juniors;430;210;220;Argentina;13;1;2;0;0;0;0;0.42;19.88;8;0
Luis Yamil Garnier;40;miercoles, 22 de diciembre de 1982;Primera Division;2023;Midfielder;Sarmiento;3;0;3;Argentina;1;0;0;0;0;0;0;0;150.00;0;0
Maico Alejandro Quiroz;21;martes, 20 de noviembre de 2001;Primera Division;2023;Midfielder;Sarmiento;147;57;90;Argentina;3;0;0;0;0;1;0;0;0.00;0;0
Malcom Braida;26;Sabado, 17 de mayo de 1997;Primera Division;2023;Midfielder;San Lorenzo;2464;1350;1114;Argentina;28;1;2;0;0;6;0;0.07;37.76;23;2
Manuel Agustin Duarte;22;jueves, 23 de agosto de 2001;Primera Division;2023;Midfielder;Defensa y Justicia;119;63;56;Argentina;2;1;0;0;0;0;0;0;21.00;4;0
Manuel Agustin Guillen;21;jueves, 06 de septiembre de 2001;Primera Division;2023;Defender;Godoy Cruz;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Manuel Agustin Villalobos;20;miercoles, 04 de junio de 2003;Primera Division;2023;Defender;Godoy Cruz;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Manuel Insaurralde;24;domingo, 31 de enero de 1999;Primera Division;2023;Midfielder;San Lorenzo;13;0;13;Argentina;2;0;0;0;0;1;0;0;0.00;0;0
Manuel Lanzini;30;lunes, 15 de febrero de 1993;Primera Division;2023;Midfielder;River Plate;108;63;45;Argentina;3;0;0;0;0;0;0;0;58.33;3;0
Manuel Lopez;20;Sabado, 31 de mayo de 2003;Primera Division;2023;Midfielder;Arsenal de Sarandi;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Manuel Matias Vicentini;33;jueves, 19 de abril de 1990;Primera Division;2023;Goalkeeper;Belgrano;135;45;90;Argentina;2;0;0;0;0;0;0;0;28.67;0;0
Manuel Monaco;21;Sabado, 11 de mayo de 2002;Primera Division;2023;Midfielder;Sarmiento;1020;522;498;Argentina;24;2;1;1;0;3;0;0.09;0.00;0;0
Manuel Roffo;23;martes, 04 de abril de 2000;Primera Division;2023;Goalkeeper;Instituto;1174;540;634;Argentina;14;0;0;0;0;2;0;0;28.82;0;0
Manuel Tasso;22;lunes, 05 de marzo de 2001;Primera Division;2023;Goalkeeper;Independiente;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Marcelo Alexis Weigandt;23;martes, 11 de enero de 2000;Primera Division;2023;Defender;Boca Juniors;1315;813;502;Argentina;17;0;3;0;0;3;1;0.21;45.72;7;4
Marcelo Cesar Esponda;20;martes, 14 de enero de 2003;Primera Division;2023;Midfielder;Newell's Old Boys;8;0;8;Argentina;1;0;0;0;0;0;0;0;0.00;0;0
Marcelo Herrera;24;martes, 03 de noviembre de 1998;Primera Division;2023;Defender;River Plate;835;230;605;Argentina;12;0;1;0;0;3;0;0.11;43.33;5;2
Marcelo Josemir Saracchi Pintos;25;jueves, 23 de abril de 1998;Primera Division;2023;Midfielder;Boca Juniors;263;173;90;Uruguay;3;0;0;0;0;0;0;0;55.44;1;0
Marcelo Luciano Estigarribia;28;miercoles, 10 de mayo de 1995;Primera Division;2023;Forward;Atletico Tucuman;1987;940;1047;Argentina;28;6;4;1;0;4;0;0.18;26.26;34;1
Marcelo Nicola Benitez;32;domingo, 13 de enero de 1991;Primera Division;2023;Defender;Central Cordoba SdE;1372;742;630;Argentina;20;1;0;0;0;4;0;0;41.72;20;1
Marcelo Ortiz;29;jueves, 13 de enero de 1994;Primera Division;2023;Midfielder;Atletico Tucuman;1073;508;565;Argentina;14;1;0;0;0;4;0;0;30.45;3;5
Marcelo Perez;22;viernes, 23 de marzo de 2001;Primera Division;2023;Midfielder;Huracan;30;30;0;Paraguay;1;0;0;0;0;0;0;0;0.00;0;0
Marcelo Sebastii Gonzalez Cabral;27;lunes, 27 de mayo de 1996;Primera Division;2023;Midfielder;Atletico Tucuman;244;84;160;Paraguay;8;1;0;0;0;1;0;0;30.68;4;1
Marco Di Cesare;21;miercoles, 30 de enero de 2002;Primera Division;2023;Defender;Argentinos Juniors;1361;551;810;Argentina;16;1;1;0;0;4;0;0.07;66.72;8;10
Marcos Benitez;21;viernes, 21 de septiembre de 2001;Primera Division;2023;Forward;Barracas Central;593;240;353;Argentina;13;0;0;0;0;2;0;0;0.00;0;0
Marcos Damii Echeverria;20;miercoles, 16 de julio de 2003;Primera Division;2023;Forward;Banfield;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Marcos Gonzalo Godi;25;domingo, 16 de agosto de 1998;Primera Division;2023;Defender;Central Cordoba SdE;1381;635;746;Argentina;18;1;1;0;0;0;0;0.07;27.24;2;10
Marcos Ledesma;26;domingo, 15 de septiembre de 1996;Primera Division;2023;Goalkeeper;Central Cordoba SdE;1620;810;810;Argentina;18;0;0;0;0;0;0;0;24.28;0;0
Marcos Portillo;23;lunes, 31 de enero de 2000;Primera Division;2023;Midfielder;Newell's Old Boys;934;326;608;Argentina;17;0;1;0;0;3;0;0.1;51.28;15;1
Mariano Bittolo;33;martes, 24 de abril de 1990;Primera Division;2023;Defender;Argentinos Juniors;353;136;217;Argentina;5;0;0;0;0;0;0;0;35.69;2;0
Mariano Gonzalo Andujar;40;Sabado, 30 de julio de 1983;Primera Division;2023;Goalkeeper;Estudiantes;2520;1350;1170;Argentina;28;0;0;0;0;3;0;0;22.46;2;0
Mariano Meynier;20;lunes, 05 de mayo de 2003;Primera Division;2023;Forward;Union Santa Fe;85;27;58;Argentina;2;0;0;0;0;0;0;0;0.00;0;0
Mariano Miño;29;lunes, 28 de marzo de 1994;Primera Division;2023;Midfielder;Belgrano;152;85;67;Argentina;8;0;0;0;0;0;0;0;51.15;1;0
Mariano Troilo;20;domingo, 22 de junio de 2003;Primera Division;2023;Defender;Belgrano;26;1;25;Argentina;2;0;0;0;0;0;0;0;0.00;0;0
Martin Alejandro Gonzalez;22;viernes, 12 de enero de 2001;Primera Division;2023;Defender;Independiente;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Martin Cauteruccio Rodriguez;36;martes, 14 de abril de 1987;Primera Division;2023;Forward;Independiente;2275;1176;1099;Uruguay;30;11;1;6;1;0;0;0.04;17.28;33;3
Martin Ezequiel Cañete;24;jueves, 17 de junio de 1999;Primera Division;2023;Forward;Banfield;592;235;357;Argentina;18;0;1;0;0;1;0;0.15;43.18;7;5
Martin Garay;24;Sabado, 12 de junio de 1999;Primera Division;2023;Midfielder;Tigre;936;426;510;Argentina;18;0;3;0;0;2;0;0.29;44.33;1;4
Martin Ismael Payero;24;viernes, 11 de septiembre de 1998;Primera Division;2023;Midfielder;Boca Juniors;505;230;275;Argentina;10;4;0;0;0;3;1;0;36.34;10;0
Martin Luciano;19;lunes, 08 de diciembre de 2003;Primera Division;2023;Defender;Newell's Old Boys;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Martin Ortega;24;viernes, 20 de agosto de 1999;Primera Division;2023;Defender;Tigre;750;297;453;Argentina;12;0;1;0;0;2;0;0.12;37.20;6;1
Martin Sarrafiore;26;domingo, 20 de julio de 1997;Primera Division;2023;Forward;Independiente;729;418;311;Argentina;17;0;2;0;0;5;0;0.25;35.68;7;3
Martiniano Moreno Diaz;20;miercoles, 14 de mayo de 2003;Primera Division;2023;Forward;Estudiantes;98;35;63;Argentina;5;0;0;0;0;0;0;0;0.00;0;0
Mateo Agustin Coronel;24;Sabado, 24 de octubre de 1998;Primera Division;2023;Forward;Atletico Tucuman;2176;1020;1156;Argentina;30;9;1;2;0;4;0;0.04;21.40;45;0
Mateo Baltasar Barcia Fernidez;22;lunes, 19 de febrero de 2001;Primera Division;2023;Midfielder;Independiente;1624;787;837;Uruguay;25;1;2;0;0;7;1;0.11;19.77;20;3
Mateo Burdisso;21;martes, 22 de enero de 2002;Primera Division;2023;Defender;Estudiantes;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Mateo Del Blanco;19;viernes, 31 de octubre de 2003;Primera Division;2023;Midfielder;Union Santa Fe;356;194;162;Argentina;8;0;0;0;0;2;0;0;29.58;3;1
Mateo Garcia Franzotti;20;lunes, 03 de febrero de 2003;Primera Division;2023;Forward;Union Santa Fe;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Mateo Mendoza;18;domingo, 21 de noviembre de 2004;Primera Division;2023;Defender;Godoy Cruz;103;90;13;Argentina;2;0;0;0;0;0;0;0;0.00;0;0
Mateo Pellegrino Casalanguila;22;jueves, 01 de marzo de 2001;Primera Division;2023;Forward;Platense;424;217;207;Argentina;12;0;0;0;0;0;0;0;22.33;15;0
Mateo Perez;22;lunes, 11 de septiembre de 2000;Primera Division;2023;Defender;Banfield;300;108;192;Argentina;6;0;0;0;0;2;0;0;0.00;0;0
Mateo Retegui;24;jueves, 29 de abril de 1999;Primera Division;2023;Forward;Tigre;1791;865;926;Argentina;21;11;1;2;0;5;0;0.05;15.33;66;2
Mateo Seoane;19;lunes, 09 de febrero de 2004;Primera Division;2023;Forward;Talleres Cordoba;403;166;237;Argentina;15;0;0;0;0;0;0;0;54.71;1;1
Mateo Valentin Caceres;20;miercoles, 25 de septiembre de 2002;Primera Division;2023;Midfielder;Tigre;5;0;5;Argentina;1;0;0;0;0;0;0;0;90.00;0;0
Matias Agustin Moreno;19;miercoles, 24 de septiembre de 2003;Primera Division;2023;Defender;Belgrano;373;252;121;Argentina;5;0;0;0;0;0;0;0;0.00;0;0
Matias Alejandro Ibiañez Basualdo;36;martes, 16 de diciembre de 1986;Primera Division;2023;Goalkeeper;Colon;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Matias Alejandro Laba;31;miercoles, 11 de diciembre de 1991;Primera Division;2023;Midfielder;Barracas Central;14;0;14;Argentina;1;0;0;0;0;0;0;0;32.14;0;1
Matias Alexis Romero;27;jueves, 01 de febrero de 1996;Primera Division;2023;Forward;Instituto;1012;430;582;Argentina;18;0;0;0;0;0;0;0;26.24;3;2
Matias Bazzo;22;Sabado, 17 de febrero de 2001;Primera Division;2023;Defender;Gimnasia La Plata;306;126;180;Argentina;5;0;0;0;0;2;0;0;0.00;0;0
Matias Daniel Gimenez Rojas;24;Sabado, 06 de marzo de 1999;Primera Division;2023;Forward;Independiente;1868;1059;809;Argentina;29;7;2;2;0;4;0;0.1;24.64;32;2
Matias Eduardo Esquivel;24;lunes, 22 de marzo de 1999;Primera Division;2023;Forward;Lanus;1485;697;788;Argentina;28;2;2;0;0;3;1;0.12;38.10;33;2
Matias Emanuel Godoy;21;jueves, 10 de enero de 2002;Primera Division;2023;Forward;Estudiantes;766;440;326;Argentina;21;2;1;0;0;4;0;0.12;33.30;11;0
Matias Espindola;19;miercoles, 26 de noviembre de 2003;Primera Division;2023;Midfielder;Tigre;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Matias Ezequiel Catali;31;miercoles, 19 de agosto de 1992;Primera Division;2023;Defender;Talleres Cordoba;2432;1239;1193;Argentina;28;1;2;0;0;3;0;0.07;48.56;10;10
Matias Fernando Coccaro Ferreira;25;Sabado, 15 de noviembre de 1997;Primera Division;2023;Forward;Huracan;1882;1187;695;Uruguay;27;8;1;3;0;6;1;0.05;17.93;36;0
Matias Germi Melluso;25;martes, 09 de junio de 1998;Primera Division;2023;Defender;Gimnasia La Plata;1417;630;787;Argentina;16;0;0;0;0;3;0;0;33.79;5;5
Matias Gomez;19;martes, 23 de septiembre de 2003;Primera Division;2023;Midfielder;Huracan;533;303;230;Argentina;13;0;0;0;0;1;0;0;0.00;0;0
Matias Gomez;17;miercoles, 23 de noviembre de 2005;Primera Division;2023;Midfielder;Talleres Cordoba;91;0;91;Argentina;3;0;0;0;0;0;0;0;0.00;0;0
Matias Hernidez;18;lunes, 06 de junio de 2005;Primera Division;2023;Forward;San Lorenzo;0;0;0;Argentina;1;0;0;0;0;0;0;0;0.00;0;0
Matias Ibacache;24;lunes, 11 de enero de 1999;Primera Division;2023;Defender;Belgrano;1334;716;618;Chile;18;0;0;0;0;2;0;0;30.75;3;4
Matias Kranevitter;30;viernes, 21 de mayo de 1993;Primera Division;2023;Midfielder;River Plate;421;114;307;Argentina;10;0;0;0;0;1;0;0;49.27;1;1
Matias Lisandro Mansilla;27;jueves, 15 de febrero de 1996;Primera Division;2023;Goalkeeper;Central Cordoba SdE;1080;540;540;Argentina;12;0;0;0;0;0;0;0;24.83;0;0
Matias Nahuel Gonzalez;21;jueves, 28 de febrero de 2002;Primera Division;2023;Midfielder;Banfield;49;0;49;Argentina;2;0;0;0;0;0;0;0;40.41;1;0
Matias Orihuela;31;lunes, 17 de febrero de 1992;Primera Division;2023;Defender;Atletico Tucuman;2497;1130;1367;Argentina;29;1;1;0;0;3;0;0.04;27.97;19;9
Matias Ramirez;24;domingo, 14 de marzo de 1999;Primera Division;2023;Forward;Banfield;515;258;257;Argentina;17;0;1;0;0;1;0;0.17;25.69;13;0
Matias Rojas;27;viernes, 03 de noviembre de 1995;Primera Division;2023;Midfielder;Racing Club;1022;567;455;Paraguay;14;6;1;2;1;3;0;0.09;39.63;33;0
Matias Suarez;35;lunes, 09 de mayo de 1988;Primera Division;2023;Forward;River Plate;177;68;109;Argentina;11;2;1;0;0;0;0;0.51;26.95;7;1
Matias Tagliamonte;25;jueves, 19 de febrero de 1998;Primera Division;2023;Goalkeeper;Racing Club;475;115;360;Argentina;6;0;0;0;0;0;0;0;27.09;0;0
Matias Vera;27;jueves, 26 de octubre de 1995;Primera Division;2023;Midfielder;Argentinos Juniors;528;247;281;Argentina;10;0;0;0;0;2;0;0;53.86;0;3
Mauricio Andres Cuero Castillo;30;jueves, 28 de enero de 1993;Primera Division;2023;Forward;Independiente;401;199;202;Colombia;11;0;0;0;0;0;0;0;17.40;3;0
Mauricio Luciano Lollo;36;domingo, 29 de marzo de 1987;Primera Division;2023;Defender;Estudiantes;2212;987;1225;Argentina;25;3;0;0;0;5;0;0;42.92;12;16
Mauricio Roldi;18;jueves, 10 de febrero de 2005;Primera Division;2023;Forward;Banfield;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Mauro Adrii Carrizo;16;jueves, 12 de octubre de 2006;Primera Division;2023;Midfielder;Defensa y Justicia;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Mauro Andres Mendez Acosta;24;domingo, 17 de enero de 1999;Primera Division;2023;Forward;Estudiantes;957;244;713;Uruguay;22;5;0;1;0;1;0;0;18.34;29;1
Mauro Antonio Burruchaga;25;Sabado, 27 de junio de 1998;Primera Division;2023;Midfielder;Arsenal de Sarandi;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Mauro Boselli;38;miercoles, 22 de mayo de 1985;Primera Division;2023;Forward;Estudiantes;1534;871;663;Argentina;25;7;2;0;1;1;0;0.12;19.51;29;0
Mauro Daniel Quiroga;33;jueves, 07 de diciembre de 1989;Primera Division;2023;Forward;Platense;838;499;339;Argentina;19;1;3;1;0;0;0;0.32;21.92;8;0
Mauro Luna Diale;24;lunes, 26 de abril de 1999;Primera Division;2023;Forward;Union Santa Fe;2107;1070;1037;Argentina;28;3;3;0;0;5;1;0.13;27.35;28;3
Mauro Martin Peinipil;24;Sabado, 03 de abril de 1999;Primera Division;2023;Defender;Barracas Central;1926;941;985;Argentina;24;1;0;0;0;1;0;0;30.51;5;6
Mauro Rodolfo Pitton;29;lunes, 08 de agosto de 1994;Primera Division;2023;Midfielder;Central Cordoba SdE;2333;1187;1146;Argentina;29;0;1;0;0;5;0;0.04;39.31;17;16
Maxi Moralez;36;viernes, 27 de febrero de 1987;Primera Division;2023;Midfielder;Racing Club;648;462;186;Argentina;17;1;2;0;0;2;0;0.28;60.53;7;2
Maximiliano Alberto Lovera;24;martes, 09 de marzo de 1999;Primera Division;2023;Forward;Rosario Central;9;9;0;Argentina;1;0;0;0;0;0;0;0;60.00;0;0
Maximiliano Centurion;24;Sabado, 20 de febrero de 1999;Primera Division;2023;Defender;Arsenal de Sarandi;1829;923;906;Argentina;23;0;0;0;0;3;0;0;41.78;8;16
Maximiliano Ezequiel Zalazar;22;jueves, 08 de marzo de 2001;Primera Division;2023;Forward;Platense;494;269;225;Argentina;17;1;0;0;0;1;0;0;0.00;0;0
Maximiliano Gabriel Comba;29;domingo, 16 de enero de 1994;Primera Division;2023;Forward;Gimnasia La Plata;532;223;309;Argentina;12;1;1;0;0;2;0;0.17;41.62;3;1
Maximiliano Gay;20;martes, 18 de febrero de 2003;Primera Division;2023;Midfielder;Talleres Cordoba;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Maximiliano Puig;22;lunes, 18 de septiembre de 2000;Primera Division;2023;Midfielder;Barracas Central;365;139;226;Argentina;13;0;0;0;0;1;0;0;31.11;4;0
Maximiliano Rodriguez;35;domingo, 14 de febrero de 1988;Primera Division;2023;Defender;Barracas Central;481;318;163;Argentina;16;0;0;0;0;0;0;0;33.07;3;3
Maximiliano Romero;24;Sabado, 09 de enero de 1999;Primera Division;2023;Forward;Racing Club;1532;698;834;Argentina;21;4;2;0;0;0;0;0.12;15.05;25;1
Maximiliano Walter Alanis;20;martes, 15 de julio de 2003;Primera Division;2023;Forward;Atletico Tucuman;1;1;0;Argentina;1;0;0;0;0;0;0;0;0.00;0;0
Michael Nicola Santos Rosadilla;30;Sabado, 13 de marzo de 1993;Primera Division;2023;Forward;Talleres Cordoba;1849;1019;830;Uruguay;24;13;5;0;2;3;0;0.24;10.67;48;0
Michael Rangel;32;viernes, 08 de marzo de 1991;Primera Division;2023;Forward;Central Cordoba SdE;80;46;34;Colombia;2;0;0;0;0;0;0;0;22.50;0;0
Miguel Angel Acosta;21;viernes, 19 de octubre de 2001;Primera Division;2023;Goalkeeper;Argentinos Juniors;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Miguel Borja;30;martes, 26 de enero de 1993;Primera Division;2023;Forward;River Plate;1045;339;706;Colombia;24;5;2;2;0;2;0;0.17;18.69;24;0
Miguel Isaias Jacquet Duarte;28;Sabado, 20 de mayo de 1995;Primera Division;2023;Defender;Platense;855;410;445;Paraguay;13;0;1;0;0;2;1;0.11;28.76;4;4
Miguel Marcelo Brizuela;26;domingo, 05 de enero de 1997;Primera Division;2023;Midfielder;Velez Sarsfield;1315;674;641;Argentina;18;0;0;0;0;4;0;0;51.13;6;9
Miguel Merentiel;27;Sabado, 24 de febrero de 1996;Primera Division;2023;Forward;Boca Juniors;1254;570;684;Uruguay;24;7;2;0;0;4;1;0.14;19.10;28;0
Miguel Torren;35;viernes, 12 de agosto de 1988;Primera Division;2023;Defender;Argentinos Juniors;1331;791;540;Argentina;16;0;1;0;0;4;0;0.07;67.96;3;9
Milton Casco;35;lunes, 11 de abril de 1988;Primera Division;2023;Defender;River Plate;1935;1062;873;Argentina;24;0;4;0;0;3;0;0.19;54.91;5;10
Milton Gimenez;27;lunes, 12 de agosto de 1996;Primera Division;2023;Forward;Banfield;1550;775;775;Argentina;23;5;2;1;0;4;0;0.12;16.09;38;3
Milton Giovanni Cantero;19;jueves, 01 de julio de 2004;Primera Division;2023;Midfielder;Racing Club;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Milton Uriel Rios;19;jueves, 15 de abril de 2004;Primera Division;2023;Midfielder;Huracan;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Misael Jaime;19;martes, 13 de enero de 2004;Primera Division;2023;Defender;Newell's Old Boys;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Moises Brandi;23;martes, 08 de febrero de 2000;Primera Division;2023;Defender;Atletico Tucuman;209;119;90;Argentina;3;0;0;0;0;1;0;0;0.00;0;0
Nacho Fernidez;33;viernes, 12 de enero de 1990;Primera Division;2023;Midfielder;River Plate;1953;967;986;Argentina;28;5;5;0;0;5;0;0.23;54.50;33;2
Nadir Zeineddin;23;lunes, 15 de mayo de 2000;Primera Division;2023;Forward;Platense;128;66;62;Argentina;9;0;0;0;0;2;0;0;19.69;1;0
Nahuel Ezequiel Gallardo;25;Sabado, 09 de mayo de 1998;Primera Division;2023;Defender;Sarmiento;7;7;0;Argentina;1;0;0;0;0;0;0;0;25.71;0;0
Nahuel Genez;20;miercoles, 18 de junio de 2003;Primera Division;2023;Midfielder;Boca Juniors;90;0;90;Argentina;1;0;0;0;0;0;0;0;0.00;0;0
Nahuel Herni Losada;30;Sabado, 17 de abril de 1993;Primera Division;2023;Goalkeeper;Belgrano;2563;1303;1260;Argentina;29;0;0;0;0;3;1;0;27.71;0;0
Nahuel Lautaro Bustos;25;Sabado, 04 de julio de 1998;Primera Division;2023;Forward;Talleres Cordoba;942;456;486;Argentina;24;9;0;0;0;3;0;0;25.81;31;1
Natanael Laureano Troncoso;22;lunes, 26 de marzo de 2001;Primera Division;2023;Midfielder;Colon;282;223;59;Argentina;10;1;1;0;0;1;0;0.32;0.00;0;0
Nazareno Colombo;24;Sabado, 20 de marzo de 1999;Primera Division;2023;Defender;Defensa y Justicia;1597;766;831;Argentina;19;1;0;0;0;6;0;0;49.46;9;17
Nazareno Duri;19;lunes, 10 de mayo de 2004;Primera Division;2023;Midfielder;Huracan;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Nazareno Manuel Funez;22;Sabado, 02 de junio de 2001;Primera Division;2023;Forward;Newell's Old Boys;33;0;33;Argentina;2;0;0;0;0;0;0;0;16.36;0;0
Nelson Federico Insfri;28;miercoles, 24 de mayo de 1995;Primera Division;2023;Goalkeeper;Gimnasia La Plata;90;0;90;Argentina;1;0;0;0;0;0;0;0;30.00;0;0
