full_name;name;last_name;current_club;nationality;goals_overall;assists_overall
Williams Barlasina;Williams;Barlasina;Newell's Old Boys;Argentina;0;0
Wilson Gabriel Ibarrola Caballero;Wilson;Gabriel Ibarrola Caballero;Atletico Tucuman;Paraguay;0;0
Yair Ezequiel Arismendi;Yair;Ezequiel Arismendi;Sarmiento;Argentina;0;0
Yeison Stiven Gordillo Vargas;Yeison;Stiven Gordillo Vargas;Velez Sarsfield;Colombia;1;0
Yonathan Emanuel Cabral;Yonathan;Emanuel Cabral;Gimnasia La Plata;Argentina;0;0
Zago Zegarra Ferri;Zago;Zegarra Ferri;Gimnasia La Plata;Argentina;0;0
Zahir Facundo Mansilla;Zahir;Facundo Mansilla;Newell's Old Boys;Argentina;1;0
Zaid Abner Romero;Zaid;Abner Romero;Estudiantes;Argentina;1;1
Adailson Freire Pereira da Silva;Adailson;Freire Pereira da Silva;America Mineiro;Brazil;0;0
Ademir da Silva Santos Junior;Ademir;da Silva Santos Junior;Bahia;Brazil;2;1
Aderbar Melo dos Santos Neto;Aderbar;Melo dos Santos Neto;Flamengo;Brazil;0;0
Aderlan de Lima Silva;Aderlan;de Lima Silva;Bragantino;Brazil;0;2
Adilson Dos Anjos Oliveira;Adilson;Dos Anjos Oliveira;America Mineiro;Brazil;3;1
Adriel Vasconcelos Ramos;Adriel;Vasconcelos Ramos;Bahia;Brazil;0;0
Adryelson Shawann Lima Silva;Adryelson;Shawann Lima Silva;Botafogo;Brazil;1;0
Adyson do Nascimento Soares;Adyson;do Nascimento Soares;America Mineiro;Brazil;0;0
Agner Moura Izigethy de Souza;Agner;Moura Izigethy de Souza;Fluminense;Brazil;0;0
Agusti Canobbio Graviz;Agusti;Canobbio Graviz;Atletico PR;Uruguay;2;2
Agusti Daniel Rossi;Agusti;Daniel Rossi;Flamengo;Argentina;0;0
Alan;Alan;;Fluminense;Brazil;1;0
Alan Javier Franco;Alan;Javier Franco;Sao Paulo;Argentina;0;1
Alan Kardec de Souza Pereira Junior;Alan;Kardec de Souza Pereira Junior;Atletico Mineiro;Brazil;1;0
Alan Patrick;Alan;Patrick;Internacional;Brazil;0;2
Alan Pereira Empereur;Alan;Pereira Empereur;Cuiaba;Brazil;1;1
Alan Steven Franco Palma;Alan;Steven Franco Palma;Atletico Mineiro;Ecuador;0;0
Aldemir dos Santos Ferreira;Aldemir;dos Santos Ferreira;Gremio;Brazil;1;2
Alef Mangueira Severino Pereira;Alef;Mangueira Severino Pereira;Coritiba;Brazil;4;3
Alemao;Alemao;;Internacional;Brazil;1;0
Alerrandro Barra Mansa Realino de Souza;Alerrandro;Barra Mansa Realino de Souza;Bragantino;Brazil;1;0
Alesson dos Santos Batista;Alesson;dos Santos Batista;Goias;Brazil;2;0
Alex de Oliveira Nascimento;Alex;de Oliveira Nascimento;Santos;Brazil;0;0
Alex Paulo Menezes Santana;Alex;Paulo Menezes Santana;Atletico PR;Brazil;1;0
Alex Teixeira Santos;Alex;Teixeira Santos;Vasco da Gama;Brazil;0;3
Alexandre Egea;Alexandre;Egea;America Mineiro;Brazil;1;0
Alexandre Jesus;Alexandre;Jesus;Fluminense;Brazil;0;0
Alexandre Rodrigues da Silva;Alexandre;Rodrigues da Silva;Sao Paulo;Brazil;2;0
Alexsander Cristhian Gomes da Costa;Alexsander;Cristhian Gomes da Costa;Fluminense;Brazil;0;1
Alexsandro Amorim de Freitas Filho;Alexsandro;Amorim de Freitas Filho;Fortaleza;Brazil;0;0
Alison Lopes Ferreira;Alison;Lopes Ferreira;Santos;Brazil;0;0
Alisson Euler de Freitas Castro;Alisson;Euler de Freitas Castro;Sao Paulo;Brazil;0;3
Alisson Santana Lopes da Fonseca;Alisson;Santana Lopes da Fonseca;Atletico Mineiro;Brazil;0;0
Alix Vinicius de Souza Sampaio;Alix;Vinicius de Souza Sampaio;Fortaleza;Brazil;0;0
Allan;Allan;;Flamengo;Brazil;0;0
Allano;Allano;;Goias;Brazil;0;0
Allyson Aires dos Santos;Allyson;Aires dos Santos;Cuiaba;Brazil;0;0
Aloisio dos Santos Gonalves;Aloisio;dos Santos Gonalves;America Mineiro;Brazil;3;1
Anderson Oliveira;Anderson;Oliveira;Goias;Brazil;0;0
Anderson Silva Da Paixao;Anderson;Silva Da Paixao;Cruzeiro;Brazil;0;0
Andre Dhominique Queiroz Santiago da Silva;Andre;Dhominique Queiroz Santiago da Silva;Bahia;Brazil;0;0
Andre Henrique da Silva Martins;Andre;Henrique da Silva Martins;Gremio;Brazil;2;0
Andrey Ramos do Nascimento;Andrey;Ramos do Nascimento;Coritiba;Brazil;0;0
Angel Romero;Angel;Romero;Corinthians;Paraguay;0;1
Angelo Gabriel Borges Damaceno;Angelo;Gabriel Borges Damaceno;Santos;Brazil;2;0
Antonio Francisco Moura Neto;Antonio;Francisco Moura Neto;Cruzeiro;Brazil;0;0
Ariel Felipe Gomes da Rosa;Ariel;Felipe Gomes da Rosa;Goias;Brazil;0;0
Arielson Sampaio Galvao;Arielson;Sampaio Galvao;Cruzeiro;Brazil;0;0
Arthur Augusto de Matos Soares;Arthur;Augusto de Matos Soares;America Mineiro;Brazil;0;0
Arthur Gomes;Arthur;Gomes;Cruzeiro;Brazil;2;0
Arthur Zanella Koerich;Arthur;Zanella Koerich;Atletico PR;Brazil;0;0
Artur Victor Guimaraes;Artur;Victor Guimaraes;Palmeiras;Brazil;5;2
Arturo Vidal;Arturo;Vidal;Atletico PR;Chile;0;0
Ayrton Lucas;Ayrton;Lucas;Flamengo;Brazil;4;0
Benjami Kuscevic Jaramillo;Benjami;Kuscevic Jaramillo;Coritiba;Chile;2;0
Bento Matheus Krepski;Bento;Matheus Krepski;Atletico PR;Brazil;0;1
Bernardo Marcos Lemes;Bernardo;Marcos Lemes;Coritiba;Brazil;0;0
Bernardo Schappo;Bernardo;Schappo;Fortaleza;Brazil;0;0
Brayan Ceballos;Brayan;Ceballos;Fortaleza;Colombia;0;0
Brenno Oliveira Fraga Costa;Brenno;Oliveira Fraga Costa;Gremio;Brazil;0;0
Breno Cascardo Lemos;Breno;Cascardo Lemos;America Mineiro;Brazil;1;0
Breno Lopes;Breno;Lopes;Palmeiras;Brazil;1;3
Breno Washington Rodrigues da Silva;Breno;Washington Rodrigues da Silva;Botafogo;Brazil;0;0
Bruno Araujo dos Santos;Bruno;Araujo dos Santos;Goias;Brazil;0;0
Bruno Conceizao Praxedes;Bruno;Conceizao Praxedes;Vasco da Gama;Brazil;0;0
Bruno da Silva Peres;Bruno;da Silva Peres;Atletico PR;Brazil;0;0
Bruno Fabiano Alves;Bruno;Fabiano Alves;Gremio;Brazil;0;0
Bruno Ferreira Melo;Bruno;Ferreira Melo;Goias;Brazil;2;0
Bruno Ferreira Mombra Rosa;Bruno;Ferreira Mombra Rosa;Santos;Brazil;0;0
Bruno Fuchs;Bruno;Fuchs;Atletico Mineiro;Brazil;0;0
Bruno Gomes da Silva ;Bruno;Gomes da Silva ;Coritiba;Brazil;2;0
Bruno Gonalves de Jesus;Bruno;Gonalves de Jesus;Bragantino;Brazil;2;1
Bruno Henrique Corsini;Bruno;Henrique Corsini;Internacional;Brazil;1;0
Bruno Henrique Pinto;Bruno;Henrique Pinto;Flamengo;Brazil;2;0
Bruno Mendez Cittadini;Bruno;Mendez Cittadini;Corinthians;Uruguay;0;0
Bruno Pacheco;Bruno;Pacheco;Fortaleza;Brazil;2;3
Bruno Rafael Rodrigues do Nascimento;Bruno;Rafael Rodrigues do Nascimento;Cruzeiro;Brazil;3;3
Bruno Tabata;Bruno;Tabata;Palmeiras;Brazil;0;0
Bruno Uvini Bortolanca;Bruno;Uvini Bortolanca;Gremio;Brazil;1;0
Bruno Viana Willemen Da Silva;Bruno;Viana Willemen Da Silva;Coritiba;Brazil;0;0
Bruno Zapelli;Bruno;Zapelli;Atletico PR;Argentina;1;0
Bryan Jahir Garcia Realpe;Bryan;Jahir Garcia Realpe;Atletico PR;Ecuador;0;0
Caetano;Caetano;;Corinthians;Brazil;0;0
Caio Alexandre;Caio;Alexandre;Fortaleza;Brazil;10;1
Caio Fernando de Oliveira;Caio;Fernando de Oliveira;Sao Paulo;Brazil;0;2
Ciaque Luiz Santos da Purificao;Ciaque;Luiz Santos da Purificao;Gremio;Brazil;0;0
Calebe Oliveira Costa;Calebe;Oliveira Costa;Cuiaba;Brazil;0;0
Camilo CAndido;Camilo;CAndido;Bahia;Uruguay;0;1
Carlos Alberto Gomes da Silva Filho;Carlos;Alberto Gomes da Silva Filho;Botafogo;Brazil;2;0
Carlos de Menezes Junior;Carlos;de Menezes Junior;Atletico PR;Brazil;1;0
Carlos de Pena;Carlos;de Pena;Internacional;Uruguay;0;0
Carlos Eduardo Amaral Pereira de Castro;Carlos;Eduardo Amaral Pereira de Castro;Atletico Mineiro;Brazil;0;0
Carlos Eduardo Bertolassi da Silva;Carlos;Eduardo Bertolassi da Silva;Santos;Brazil;0;0
Carlos Eduardo de Oliveira Alves;Carlos;Eduardo de Oliveira Alves;Botafogo;Brazil;4;4
Carlos Miguel dos Santos Pereira;Carlos;Miguel dos Santos Pereira;Corinthians;Brazil;0;0
CAssio;CAssio;;Corinthians;Brazil;0;0
Cauan Lucas Barros da Luz;Cauan;Lucas Barros da Luz;Vasco da Gama;Brazil;1;0
Cauly Oliveira Souza;Cauly;Oliveira Souza;Bahia;Brazil;2;4
Charles Aranguiz;Charles;Aranguiz;Internacional;Chile;0;0
Christian Roberto Alves Cardoso;Christian;Roberto Alves Cardoso;Atletico PR;Brazil;4;0
Chrystian Barletta;Chrystian;Barletta;Corinthians;Brazil;0;0
Clayson Henrique da Silva Vieira;Clayson;Henrique da Silva Vieira;Cuiaba;Brazil;2;0
Cleiton;Cleiton;;Flamengo;Brazil;0;0
Cleiton Schwengber;Cleiton;Schwengber;Bragantino;Brazil;0;0
Cristian Chagas Tarouco;Cristian;Chagas Tarouco;Fortaleza;Brazil;0;1
Cristian Pavon;Cristian;Pavon;Atletico Mineiro;Argentina;3;4
DamiAn Marcelino Moreno;DamiAn;Marcelino Moreno;Coritiba;Argentina;1;2
Daniel Camargo Nolasco;Daniel;Camargo Nolasco;Goias;Brazil;0;0
Daniel de Melo Araujo Junior;Daniel;de Melo Araujo Junior;Cruzeiro;Brazil;0;0
Daniel Felipe Ruiz Rivera;Daniel;Felipe Ruiz Rivera;Santos;Colombia;0;0
Daniel Fortunato Borges;Daniel;Fortunato Borges;America Mineiro;Brazil;0;0
Daniel Sampaio ;Daniel;Sampaio ;Fluminense;Brazil;0;0
Danilo Avelar;Danilo;Avelar;America Mineiro;Brazil;3;1
Danilo Barbosa da Silva;Danilo;Barbosa da Silva;Botafogo;Brazil;1;0
Danilo das Neves Pinheiro;Danilo;das Neves Pinheiro;Botafogo;Brazil;0;2
Danilo Fernandes Batista;Danilo;Fernandes Batista;Bahia;Brazil;0;0
Darlan Pereira Mendes;Darlan;Pereira Mendes;Gremio;Brazil;0;0
David Braz;David;Braz;Fluminense;Brazil;0;0
David Correa da Fonseca;David;Correa da Fonseca;Sao Paulo;Brazil;2;2
David de Duarte Macedo;David;de Duarte Macedo;Bahia;Brazil;1;0
David Luiz;David;Luiz;Flamengo;Brazil;1;1
David Terans;David;Terans;Atletico PR;Uruguay;0;0
Deivid Washington de Souza ;Deivid;Washington de Souza ;Santos;Brazil;2;0
Denilson Alves Borges;Denilson;Alves Borges;Cuiaba;Brazil;1;1
Derik Gean Severino Lacerda;Derik;Gean Severino Lacerda;Cuiaba;Brazil;0;0
Deyverson Brum Silva Acosta;Deyverson;Brum Silva Acosta;Cuiaba;Brazil;8;1
Diego Costa;Diego;Costa;Botafogo;Spain;2;0
Diego Gabriel Silva Rosa;Diego;Gabriel Silva Rosa;Bahia;Brazil;0;0
Diego Gonsalves;Diego;Gonsalves;Goias;Brazil;0;0
Diego Henrique Costa Barbosa;Diego;Henrique Costa Barbosa;Sao Paulo;Brazil;0;0
Diego Manuel HernAndez Gonzalez;Diego;Manuel HernAndez Gonzalez;Botafogo;Uruguay;0;0
Dimitri Payet;Dimitri;Payet;Vasco da Gama;France;0;0
Diogo Barbosa Mendanha;Diogo;Barbosa Mendanha;Fluminense;Brazil;1;0
Diogo Batista de Souza;Diogo;Batista de Souza;Coritiba;Brazil;0;1
Diogo de Oliveira Barbosa;Diogo;de Oliveira Barbosa;Coritiba;Brazil;1;1
Dod0;Dod0;;Santos;Brazil;0;0
Douglas Borges;Douglas;Borges;Botafogo;Brazil;0;0
Douglas Moreira Fagundes;Douglas;Moreira Fagundes;Santos;Brazil;0;0
Du Queiroz;Du;Queiroz;Corinthians;Brazil;0;0
Dudu;Dudu;;Fortaleza;Brazil;0;0
Dudu;Dudu;;Palmeiras;Brazil;3;4
Ed Carlos de Arruda Amorim;Ed;Carlos de Arruda Amorim;Santos;Brazil;0;0
Edenilson;Edenilson;;Atletico Mineiro;Brazil;0;2
Eder Ferreira Graminho;Eder;Ferreira Graminho;America Mineiro;Brazil;0;0
Ader Maciel Lopes;Ader;Maciel Lopes;Fluminense;Brazil;0;0
Eduardo Colcenti Antunes;Eduardo;Colcenti Antunes;Bragantino;Brazil;6;2
Eduardo Gabriel dos Santos Bauermann;Eduardo;Gabriel dos Santos Bauermann;Santos;Brazil;1;0
Eduardo Gonzaga Mendes Santos;Eduardo;Gonzaga Mendes Santos;Bragantino;Portugal;1;0
Eduardo Kogitzki Anastacio;Eduardo;Kogitzki Anastacio;Atletico PR;Brazil;0;0
Eduardo Nascimento da Silva Junior;Eduardo;Nascimento da Silva Junior;Coritiba;Brazil;1;0
Eduardo Simioni;Eduardo;Simioni;Goias;Brazil;0;0
Eduardo Vargas;Eduardo;Vargas;Atletico Mineiro;Chile;1;0
Eguinaldo de Sousa Lemos;Eguinaldo;de Sousa Lemos;Vasco da Gama;Brazil;0;0
Emanuel Britez;Emanuel;Britez;Fortaleza;Argentina;0;1
Emerson Junior;Emerson;Junior;Internacional;Brazil;0;0
Emerson Ramon Bezerra Oliveira;Emerson;Ramon Bezerra Oliveira;Cuiaba;Brazil;0;0
Emersonn Correia da Silva;Emersonn;Correia da Silva;Atletico PR;Brazil;0;0
Endrick Felipe Moreira de Sousa;Endrick;Felipe Moreira de Sousa;Palmeiras;Brazil;4;0
Enner Valencia;Enner;Valencia;Internacional;Ecuador;0;1
Eric Dos Santos Rodrigues;Eric;Dos Santos Rodrigues;Bragantino;Brazil;0;2
Erick;Erick;;Atletico PR;Brazil;2;1
Erick Antonio Pulgar Farfan;Erick;Antonio Pulgar Farfan;Flamengo;Chile;2;0
Erick Marcus dos Santos Oliveira;Erick;Marcus dos Santos Oliveira;Vasco da Gama;Brazil;1;0
Erison;Erison;;Sao Paulo;Brazil;0;1
Esteban Rodrigo Burgos;Esteban;Rodrigo Burgos;America Mineiro;Argentina;0;0
Estevao;Estevao;;Internacional;Brazil;0;0
Everaldo Silva do Nascimento;Everaldo;Silva do Nascimento;America Mineiro;Brazil;1;2
Everaldo Stum;Everaldo;Stum;Bahia;Brazil;3;1
Everson;Everson;;Atletico Mineiro;Brazil;0;0
Everton Galdino Moreira;Everton;Galdino Moreira;Gremio;Brazil;1;1
Everton Morelli Casemiro;Everton;Morelli Casemiro;Goias;Brazil;0;0
Averton Ribeiro;Averton;Ribeiro;Flamengo;Brazil;2;2
Everton Sousa Soares;Everton;Sousa Soares;Flamengo;Brazil;2;3
Everton Tiago Barella de Souza Messias;Everton;Tiago Barella de Souza Messias;Bragantino;Brazil;0;0
Ezequiel Alves de Oliveira Vieira;Ezequiel;Alves de Oliveira Vieira;Goias;Brazil;0;0
FabiAn Balbuena;FabiAn;Balbuena;Corinthians;Paraguay;0;0
Fabinho;Fabinho;;Palmeiras;Brazil;0;0
FAbio;FAbio;;Fluminense;Brazil;0;0
FAbio;FAbio;;Gremio;Brazil;0;1
FAbio Santos;FAbio;Santos;Corinthians;Brazil;1;1
Fabricio Bruno Soares de Faria;Fabricio;Bruno Soares de Faria;Flamengo;Brazil;0;1
Fabricio Bustos;Fabricio;Bustos;Internacional;Argentina;1;0
Fabricio Oliveira de Souza;Fabricio;Oliveira de Souza;Bragantino;Brazil;0;0
Fagner;Fagner;;Corinthians;Brazil;0;1
Fausto Mariano Vera;Fausto;Mariano Vera;Corinthians;Argentina;0;2
Felipe Alves Raymundo;Felipe;Alves Raymundo;Sao Paulo;Brazil;0;0
Felipe Azevedo dos Santos;Felipe;Azevedo dos Santos;America Mineiro;Brazil;3;1
Felipe de Souza Motta Marins;Felipe;de Souza Motta Marins;Internacional;Brazil;0;0
Felipe Ignacio Carballo Ares;Felipe;Ignacio Carballo Ares;Gremio;Uruguay;1;0
Felipe Jonatan Rocha Andrade;Felipe;Jonatan Rocha Andrade;Santos;Brazil;0;0
Felipe Mateus Scheibig;Felipe;Mateus Scheibig;Gremio;Brazil;0;0
Felipe Melo;Felipe;Melo;Fluminense;Brazil;1;0
Felipe Negrucci Berdague;Felipe;Negrucci Berdague;Sao Paulo;Brazil;0;0
Fellipe Ramos Ignez Bastos;Fellipe;Ramos Ignez Bastos;Goias;Brazil;0;0
Fernandinho;Fernandinho;;Atletico PR;Brazil;1;2
Fernando;Fernando;;Atletico PR;Brazil;0;2
Fernando Henrique do Nascimento Pereira;Fernando;Henrique do Nascimento Pereira;Cruzeiro;Brazil;0;0
Fernando Marcial;Fernando;Marcial;Botafogo;Brazil;0;1
Fernando Miguel Kaufmann;Fernando;Miguel Kaufmann;Fortaleza;Brazil;0;0
Fernando Pereira do Nascimento;Fernando;Pereira do Nascimento;Cuiaba;Brazil;1;2
Filipe Augusto Carvalho Souza;Filipe;Augusto Carvalho Souza;Cuiaba;Brazil;0;0
Filipe Lua;Filipe;Lua;Flamengo;Brazil;0;0
Francisco Victor Silva Costa;Francisco;Victor Silva Costa;Bahia;Brazil;0;0
Franco SebastiAn Cristaldo;Franco;SebastiAn Cristaldo;Gremio;Argentina;5;3
Frans Rodrigues Barbosa;Frans;Rodrigues Barbosa;Coritiba;Brazil;0;0
Freddy Ariel Noguera Rolon;Freddy;Ariel Noguera Rolon;Gremio;Paraguay;0;0
Gabriel Appelt Pires;Gabriel;Appelt Pires;Botafogo;Brazil;0;1
Gabriel Baralhas;Gabriel;Baralhas;Internacional;Brazil;0;0
Gabriel Barbosa Almeida;Gabriel;Barbosa Almeida;Flamengo;Brazil;5;1
Gabriel Boschilia;Gabriel;Boschilia;Coritiba;Brazil;1;1
Gabriel Caetano Godoy de Andrade;Gabriel;Caetano Godoy de Andrade;Bragantino;Brazil;0;0
Gabriel Cordeiro Pirani;Gabriel;Cordeiro Pirani;Fluminense;Brazil;1;0
Gabriel de Sousa Barros;Gabriel;de Sousa Barros;Internacional;Brazil;0;0
Gabriel de Souza Inocencio;Gabriel;de Souza Inocencio;Santos;Brazil;0;0
Gabriel Delfim Ferreira;Gabriel;Delfim Ferreira;Atletico Mineiro;Brazil;0;0
Gabriel Dias de Oliveira;Gabriel;Dias de Oliveira;Vasco da Gama;Brazil;0;0
Gabriel Fortes Chaves;Gabriel;Fortes Chaves;Vasco da Gama;Brazil;3;2
Gabriel Girotto Franco;Gabriel;Girotto Franco;Internacional;Brazil;0;0
Gabriel Hamester Grando;Gabriel;Hamester Grando;Gremio;Brazil;0;0
Gabriel Jose Ferreira Mesquita;Gabriel;Jose Ferreira Mesquita;Cruzeiro;Brazil;0;0
Gabriel Lhman Xavier;Gabriel;Lhman Xavier;Bahia;Brazil;0;0
Gabriel Maioli da Silva;Gabriel;Maioli da Silva;Sao Paulo;Brazil;0;0
Gabriel Mercado;Gabriel;Mercado;Internacional;Argentina;0;0
Gabriel Neves Perdomo;Gabriel;Neves Perdomo;Sao Paulo;Uruguay;1;0
Gabriel Novaes Fernandes;Gabriel;Novaes Fernandes;Goias;Brazil;0;0
Gabriel Roberto Pereira;Gabriel;Roberto Pereira;Atletico PR;Brazil;0;0
Gabriel Silva Azevedo Figueredo;Gabriel;Silva Azevedo Figueredo;Coritiba;Brazil;0;0
Gabriel Silva Moscardo de Salles;Gabriel;Silva Moscardo de Salles;Corinthians;Brazil;0;0
Gabriel Vasconelos Ferreira;Gabriel;Vasconelos Ferreira;Coritiba;Brazil;0;1
Gabriel Vinicius Menino;Gabriel;Vinicius Menino;Palmeiras;Brazil;2;2
Ganso;Ganso;;Fluminense;Brazil;3;4
Garcia;Garcia;;Palmeiras;Brazil;0;0
Gary Alexis Medel Soto;Gary;Alexis Medel Soto;Vasco da Gama;Chile;0;0
GermAn Cano;GermAn;Cano;Fluminense;Argentina;7;0
Gerson;Gerson;;Flamengo;Brazil;3;6
Gil;Gil;;Corinthians;Brazil;1;0
Gilberto Moraes Junior;Gilberto;Moraes Junior;Bahia;Brazil;0;1
Gilberto Oliveira Souza Junior;Gilberto;Oliveira Souza Junior;Cruzeiro;Brazil;3;1
Giorgian Daniel De Arrascaeta Benedetti;Giorgian;Daniel De Arrascaeta Benedetti;Flamengo;Uruguay;4;5
Giovani;Giovani;;Palmeiras;Brazil;0;0
Giovanni;Giovanni;;Fluminense;Brazil;0;0
Giuliano;Giuliano;;Corinthians;Brazil;0;0
Gonzalo Escobar;Gonzalo;Escobar;Fortaleza;Argentina;0;0
Gonzalo Matheo Mastriani Borges;Gonzalo;Matheo Mastriani Borges;America Mineiro;Uruguay;4;0
Guga;Guga;;Fluminense;Brazil;2;1
Guilherme;Guilherme;;Goias;Brazil;3;3
Guilherme;Guilherme;;Fortaleza;Brazil;0;2
Guilherme Arana;Guilherme;Arana;Atletico Mineiro;Brazil;0;0
Guilherme de Aguiar Camacho;Guilherme;de Aguiar Camacho;Santos;Brazil;0;0
Guilherme Lopes da Silva;Guilherme;Lopes da Silva;Bragantino;Brazil;0;0
Guillermo Varela Olivera;Guillermo;Varela Olivera;Flamengo;Uruguay;0;0
Gustavo Affonso Sauerbeck;Gustavo;Affonso Sauerbeck;Botafogo;Brazil;2;1
Gustavo Campanharo;Gustavo;Campanharo;Internacional;Brazil;0;1
Gustavo Cesar Mendonca Gravino;Gustavo;Cesar Mendonca Gravino;Gremio;Brazil;0;0
Gustavo Gomez;Gustavo;Gomez;Palmeiras;Paraguay;1;2
Gustavo Henric da Silva;Gustavo;Henric da Silva;Corinthians;Brazil;1;0
Gustavo Henrique da Silva;Gustavo;Henrique da Silva;Bragantino;Brazil;0;0
Gustavo Lucas Domingues Piazon;Gustavo;Lucas Domingues Piazon;Botafogo;Brazil;0;0
Gustavo Nunes Fernandes Gomes;Gustavo;Nunes Fernandes Gomes;Gremio;Brazil;0;0
Gustavo Ribeiro Neves;Gustavo;Ribeiro Neves;Bragantino;Brazil;1;0
Hayner;Hayner;;Coritiba;Brazil;0;0
Hedhe Halls Rocha da Silva;Hedhe;Halls Rocha da Silva;Vasco da Gama;Brazil;0;0
Helibelton Palacios;Helibelton;Palacios;Cruzeiro;Colombia;0;0
Helio Junio Nunes de Castro;Helio;Junio Nunes de Castro;Bragantino;Brazil;2;0
Henery David Mosquera SAnchez;Henery;David Mosquera SAnchez;Bragantino;Colombia;2;1
Henrique Adriano Buss;Henrique;Adriano Buss;Coritiba;Brazil;0;0
Henrique Almeida Caixeta Nascentes;Henrique;Almeida Caixeta Nascentes;America Mineiro;Brazil;0;0
Henrique Vermudt;Henrique;Vermudt;Botafogo;Brazil;0;0
Hercules;Hercules;;Fortaleza;Brazil;1;0
Higor Matheus Meritao;Higor;Matheus Meritao;Goias;Brazil;0;0
Horacio Gabriel Carabajal;Horacio;Gabriel Carabajal;Vasco da Gama;Argentina;0;1
Hueglo dos Santos Neris;Hueglo;dos Santos Neris;Cruzeiro;Brazil;0;1
Hugo de Souza Nogueira;Hugo;de Souza Nogueira;Flamengo;Brazil;0;0
Hugo Ferreira de Farias;Hugo;Ferreira de Farias;Goias;Brazil;0;0
Hugo Gonzalves Ferreira Neto;Hugo;Gonzalves Ferreira Neto;Botafogo;Brazil;0;1
Hugo Mallo;Hugo;Mallo;Internacional;Spain;0;0
Hugo Moura;Hugo;Moura;Atletico PR;Brazil;0;0
Hulk;Hulk;;Atletico Mineiro;Brazil;7;5
Hyoran;Hyoran;;Atletico Mineiro;Brazil;1;0
iago Justen Maidana Martins;iago;Justen Maidana Martins;America Mineiro;Brazil;0;0
ian Luccas Baroni Boetto;ian;Luccas Baroni Boetto;Cruzeiro;Brazil;0;0
Ignacio Jesus Laquintana Marsico;Ignacio;Jesus Laquintana Marsico;Bragantino;Uruguay;0;0
Igo Gabriel Santos Pereira;Igo;Gabriel Santos Pereira;Botafogo;Brazil;0;0
Igor Gomes;Igor;Gomes;Internacional;Brazil;0;0
Igor Gomes;Igor;Gomes;Atletico Mineiro;Brazil;0;1
Igor Jesus Lima;Igor;Jesus Lima;Flamengo;Brazil;0;0
Igor Matheus Liziero Pereira;Igor;Matheus Liziero Pereira;Coritiba;Brazil;0;0
Igor Rabello da Costa;Igor;Rabello da Costa;Atletico Mineiro;Brazil;0;0
Imanol Machuca;Imanol;Machuca;Fortaleza;Argentina;1;0
Isaac Aguiar Tomich;Isaac;Aguiar Tomich;Atletico Mineiro;Brazil;0;0
Isaac Rodrigues de Lima;Isaac;Rodrigues de Lima;Fluminense;Brazil;0;0
Isidro Miguel Pitta SaldAivar;Isidro;Miguel Pitta SaldAivar;Cuiaba;Paraguay;1;0
Itaro Patric Cardoso Calmon;Itaro;Patric Cardoso Calmon;Cuiaba;Brazil;0;0
Iury Lirio Freitas de Castilho;Iury;Lirio Freitas de Castilho;Cuiaba;Brazil;0;0
Ivan Quaresma da Silva;Ivan;Quaresma da Silva;Vasco da Gama;Brazil;0;0
Ivonei Junior da Silva Rabelo;Ivonei;Junior da Silva Rabelo;Santos;Brazil;0;0
Jackson Diego Ibraim Fagundes;Jackson;Diego Ibraim Fagundes;Goias;Brazil;0;1
Jacob Montes;Jacob;Montes;Botafogo;USA;0;0
Jadson Meemyas de Oliveira da Silva;Jadson;Meemyas de Oliveira da Silva;Bragantino;Brazil;0;0
Jailson;Jailson;;Palmeiras;Brazil;0;0
Jair Rodrigues Junior;Jair;Rodrigues Junior;Vasco da Gama;Brazil;2;0
Jamerson Santos de Jesus;Jamerson;Santos de Jesus;Coritiba;Brazil;0;0
James Rodriguez;James;Rodriguez;Sao Paulo;Colombia;0;0
Janderson de Carvalho Costa;Janderson;de Carvalho Costa;Botafogo;Brazil;0;1
Jandrei Chitolina Carniel;Jandrei;Chitolina Carniel;Sao Paulo;Brazil;0;0
Jean Dias;Jean;Dias;Internacional;Brazil;1;1
Jean Gabriel Silveira;Jean;Gabriel Silveira;Coritiba;Brazil;0;0
Jean Henrique Carneiro Pedroso;Jean;Henrique Carneiro Pedroso;Coritiba;Brazil;0;0
Jean Lucas;Jean;Lucas;Santos;Brazil;0;1
Jemerson;Jemerson;;Atletico Mineiro;Brazil;0;1
Jesus Emiliano Trindade Flores;Jesus;Emiliano Trindade Flores;Coritiba;Uruguay;0;0
Jhegson SebastiAn Mendez Carabali;Jhegson;SebastiAn Mendez Carabali;Sao Paulo;Ecuador;0;0
Jhoanner Stalin ChAvez Quintero;Jhoanner;Stalin ChAvez Quintero;Bahia;Ecuador;0;0
Jhon Arias;Jhon;Arias;Fluminense;Colombia;2;3
Jhon Carlos Chancellor Cedeño;Jhon;Carlos Chancellor Cedeño;Coritiba;Venezuela;1;0
Jhonny Cardinoti Pedro;Jhonny;Cardinoti Pedro;Bragantino;Brazil;0;0
Jhonny Lucas Flora Barbosa;Jhonny;Lucas Flora Barbosa;Goias;Brazil;0;0
Joao Batista da Cruz Santos Neto;Joao;Batista da Cruz Santos Neto;Fluminense;Brazil;1;0
Joao Carlos Heidemann;Joao;Carlos Heidemann;Cuiaba;Brazil;0;0
Joao Fernando Monteiro Siqueira;Joao;Fernando Monteiro Siqueira;Botafogo;Brazil;0;0
